Identifier,Insecurity,Start_date,End_date,Number _of_deaths,State
IBD029537,"Electrocution, Edo",16/04/2024,16/04/2024,1,Edo
IBD029542,"Assailants vs Farmer, Kwara",16/04/2024,16/04/2024,1,Kwara
IBD029608,"NURTW Clash, Lagos",16/04/2024,16/04/2024,1,Lagos
IBD029540,"Bandits Kill 3, Kaduna",16/04/2024,16/04/2024,3,Kaduna
IBD029610,"Auto Crash, Kaduna",16/04/2024,16/04/2024,1,Kaduna
IBD029546,"Auto Crash, FCT ( Abuja)",16/04/2024,16/04/2024,1,FCT
IBD029539,"Inferno, Cross River",15/04/2024,15/04/2024,2,Cross River
IBD029535,"Bandit vs PDP Secretary, Zamfara",15/04/2024,15/04/2024,1,Zamfara
IBD029543,"Auto Crash, Osun",15/04/2024,15/04/2024,1,Osun
IBD029921,"Man vs Woman, Osun",15/04/2024,15/04/2024,1,Osun
IBD030780,"Communal Clash, Enugu",15/04/2024,15/04/2024,20,Enugu
IBD029538,"Vigilante Operative Kills Man, Enugu",15/04/2024,15/04/2024,1,Enugu
IBD029517,"Vigilante vs Herdsmen, Delta",15/04/2024,15/04/2024,3,Delta
IBD029510,"Auto Crash, Oyo",14/04/2024,14/04/2024,19,Oyo
IBD029511,"Soldiers vs Youths, Yobe",14/04/2024,14/04/2024,3,Yobe
IBD029519,"Auto Crash, Bauchi",14/04/2024,14/04/2024,6,Bauchi
IBD029521,"Girl Strangled, Kebbi",14/04/2024,14/04/2024,1,Kebbi
IBD029531,"Army vs Kidnapper, Benue",14/04/2024,14/04/2024,1,Benue
IBD029536,"Herdsmen Attack, Benue",13/04/2024,15/04/2024,26,Benue
IBD029515,"Soldier vs Lover, Enugu",13/04/2024,13/04/2024,1,Enugu
IBD029533,"Gunmen Attack, Kaduna",13/04/2024,13/04/2024,4,Kaduna
IBD029532,"NAF vs Boko Haram, Borno",13/04/2024,13/04/2024,33,Borno
IBD029501,"Police vs Yoruba Nation Agitators, Oyo",13/04/2024,13/04/2024,3,Oyo
IBD029523,"Boat Mishap, Niger",13/04/2024,13/04/2024,2,Niger
IBD029518,"Domestic Violence, Osun",13/04/2024,13/04/2024,1,Osun
IBD029508,"Gunmen vs Mourner, Benue",13/04/2024,13/04/2024,1,Benue
IBD029541,"Bandits Attack, Kaduna",13/04/2024,13/04/2024,2,Kaduna
IBD029530,"Banditry, Kaduna",13/04/2024,13/04/2024,2,Kaduna
IBD029498,"Auto Crash, Ogun",13/04/2024,13/04/2024,2,Ogun
IBD029499,"Army vs Bandits, Zamfara",12/4/2024,12/4/2024,12,Zamfara
IBD029505,"Kidnappers Kill 14, Delta",12/4/2024,12/4/2024,14,Delta
IBD029504,"Cultists Kill 2, Ebonyi",12/4/2024,12/4/2024,2,Ebonyi
IBD029497,"Fulani Herdsmen Attack, Benue",12/4/2024,12/4/2024,15,Benue
IBD029471,"Auto Crash, Lagos",12/4/2024,12/4/2024,1,Lagos
IBD029507,"Gunmen Attack, Lagos",12/4/2024,12/4/2024,1,Lagos
IBD029509,"Auto Crash, Nasarawa",12/4/2024,12/4/2024,3,Nasarawa
IBD029506,"Hoodlums Clash, Niger",12/4/2024,12/4/2024,2,Niger
IBD029566,"Auto Crash, Ogun",12/4/2024,12/4/2024,2,Ogun
IBD029493,"Cult Clash, Lagos",12/4/2024,12/4/2024,1,Lagos
IBD029502,"Gunmen Attack, Plateau",12/4/2024,12/4/2024,13,Plateau
IBD029524,"Cult Clash, Kwara",12/4/2024,13/04/2024,2,Kwara
IBD029485,"Herdsmen Attack, Benue",11/4/2024,11/4/2024,2,Benue
IBD029492,"Man Drowns, Lagos",11/4/2024,11/4/2024,1,Lagos
IBD029482,"Boy Beheaded, Kano",11/4/2024,11/4/2024,1,Kano
IBD029478,"Auto Crash, FCT (Abuja)",11/4/2024,11/4/2024,1,FCT
IBD029512,"Vigilante Operatives kills Prince, Bauchi",11/4/2024,11/4/2024,1,Bauchi
IBD029500,"Gunmen Kill 4, Anambra",11/4/2024,11/4/2024,3,Anambra
IBD029528,"Police vs IPOB/ESN, Enugu",11/4/2024,11/4/2024,2,Enugu
IBD029516,"Gunmen attack, Delta",11/4/2024,11/4/2024,3,Delta
IBD029480,"Gunmen vs Policemen, Ebonyi",11/4/2024,11/4/2024,1,Ebonyi
IBD029461,"Auto Crash, Ogun",10/4/2024,10/4/2024,2,Ogun
IBD029488,"1 Drowns, Lagos",10/4/2024,10/4/2024,1,Lagos
IBD029463,"Boat Mishap, Anambra",10/4/2024,10/4/2024,4,Anambra
IBD029476,"NAF vs Terrorists, Zamfara",10/4/2024,10/4/2024,30,Zamfara
IBD031712,"Domestic Violence, Borno",10/4/2024,10/4/2024,1,Borno
IBD029465,"Auto Crash, Lagos",10/4/2024,10/4/2024,2,Lagos
IBD029470,"Auto Crash, Ogun",10/4/2024,10/4/2024,3,Ogun
IBD029475,"Police vs Assassin, Rivers",10/4/2024,10/4/2024,1,Rivers
IBD029487,"2 Drowns, Lagos",10/4/2024,10/4/2024,2,Lagos
IBD029472,"NSCDC vs Worshipper, Zamfara",10/4/2024,10/4/2024,1,Zamfara
IBD029490,"1 Drowns, Lagos",10/4/2024,10/4/2024,1,Lagos
IBD029483,"Man vs Girlfriend, Delta",10/4/2024,10/4/2024,1,Delta
IBD029481,"Auto Crash, Anambra",10/4/2024,10/4/2024,2,Anambra
IBD029567,"Man vs Wife, Imo",10/4/2024,10/4/2024,1,Imo
IBD030383,"Medical Negligence, Anambra",9/4/2024,9/4/2024,1,Anambra
IBD029520,"Domestic Violence, Akwa Ibom",9/4/2024,9/4/2024,1,Akwa Ibom
IBD029453,"Cult Clash, Akwa Ibom",9/4/2024,9/4/2024,1,Akwa Ibom
IBD029491,"Cadet Drowns, Abia",9/4/2024,9/4/2024,2,Abia
IBD029473,"Gunmen vs Motorcyclist, Ogun",9/4/2024,9/4/2024,1,Ogun
IBD029462,"Cult Clash, Bayelsa",9/4/2024,9/4/2024,1,Bayelsa
IBD029477,"Fulani Herdsmen Kill Farmers, Benue",9/4/2024,9/4/2024,2,Benue
IBD029440,"Fulani Herdsmen vs Catechist, Enugu",8/4/2024,8/4/2024,1,Enugu
IBD029469,"Expired Drugs Victims, Kaduna",8/4/2024,8/4/2024,3,Kaduna
IBD029467,"Motorcycle Thieves, FCT (Abuja)",8/4/2024,8/4/2024,2,FCT
IBD029444,"Assailants vs Politician Aide, Rivers",8/4/2024,8/4/2024,2,Rivers
IBD029448,"Police vs Kidnappers, Rivers",8/4/2024,8/4/2024,2,Rivers
IBD029486,"Gunmen vs Passengers, Taraba",8/4/2024,8/4/2024,3,Taraba
IBD029474,"Man vs Wife, Adamawa",8/4/2024,8/4/2024,1,Adamawa
IBD029443,"Banditry, Niger",7/4/2024,7/4/2024,37,Niger
IBD029432,"Auto Crash, Taraba",7/4/2024,7/4/2024,2,Taraba
IBD030988,"Robbers vs Motorcyclists, Ogun",7/4/2024,14/04/2024,8,Ogun
IBD029452,"Corpse Found, Niger",7/4/2024,7/4/2024,2,Niger
IBD029464,"Gang Battle, Zamfara",7/4/2024,7/4/2024,3,Zamfara
IBD029445,"Auto Crash, Ogun",7/4/2024,7/4/2024,2,Ogun
IBD029450,"Auto Crash, Ogun",7/4/2024,7/4/2024,1,Ogun
IBD029446,"Auto Crash, Ogun",7/4/2024,7/4/2024,3,Ogun
IBD029434,"Extra Judicial Killing, Imo",7/4/2024,7/4/2024,1,Imo
IBD029442,"Gunmen Attack, Enugu",7/4/2024,7/4/2024,2,Enugu
IBD029459,"Gunmen Attack, Benue",7/4/2024,7/4/2024,4,Benue
IBD029447,"Cult Clash, Anambra",7/4/2024,7/4/2024,3,Anambra
IBD029460,"Gunmen Kill Man, Benue",7/4/2024,7/4/2024,1,Benue
IBD029489,"Boko Haram vs Police, Borno",7/4/2024,7/4/2024,1,Borno
IBD029457,"Hospital Negligence, Kogi",7/4/2024,7/4/2024,1,Kogi
IBD029455,"Flood Disaster, Taraba",6/4/2024,6/4/2024,1,Taraba
IBD029437,"Gunmen vs Vigilantes, Rivers",6/4/2024,6/4/2024,1,Rivers
IBD029495,"Gunmen Kill Businessman, Akwa Ibom",6/4/2024,6/4/2024,1,Akwa Ibom
IBD029431,"Auto Crash, Ogun",6/4/2024,6/4/2024,1,Ogun
IBD029439,"Gunmen vs Vigilante, Rivers",6/4/2024,6/4/2024,1,Rivers
IBD029427,"Auto Crash, Ondo",6/4/2024,6/4/2024,2,Ondo
IBD029433,"Auto Crash, Edo",6/4/2024,6/4/2024,4,Edo
IBD029466,"Kidnappers vs Policeman, FCT (Abuja)",6/4/2024,6/4/2024,2,FCT
IBD029993,"Police Inspector vs Man, Delta",5/4/2024,5/4/2024,1,Delta
IBD029438,"Gunmen Kill 2, Niger",5/4/2024,5/4/2024,1,Niger
IBD029405,"Army vs Bandits, Kaduna",5/4/2024,5/4/2024,3,Kaduna
IBD030740,"Police Kill Kidnapper, Delta",5/4/2024,5/4/2024,1,Delta
IBD029612,"Cult Killings, Anambra",5/4/2024,26/04/2024,31,Anambra
IBD029429,"Sallah Stampede, Sokoto",5/4/2024,5/4/2024,9,Sokoto
IBD029456,"Kidnapped Lawyer, Imo",5/4/2024,5/4/2024,1,Imo
IBD029503,"Gunmen Attack, Plateau",5/4/2024,5/4/2024,1,Plateau
IBD029425,"Auto Crash, Osun",5/4/2024,5/4/2024,2,Osun
IBD029484,"Man vs Family, Delta",5/4/2024,5/4/2024,1,Delta
IBD029422,"Police vs Shiite, Kaduna",5/4/2024,5/4/2024,5,Kaduna
IBD029430,"Police vs Armed Robber, Nasarawa",5/4/2024,5/4/2024,1,Nasarawa
IBD029436,"Military Airstrikes, Katsina",5/4/2024,5/4/2024,20,Katsina
IBD029638,"Cult Killing, Akwa Ibom",4/4/2024,4/4/2024,1,Akwa Ibom
IBD029428,"Boko Haram vs Soldiers, Borno",4/4/2024,4/4/2024,7,Borno
IBD029423,"Youths vs Men, Cross River",4/4/2024,4/4/2024,3,Cross River
IBD029418,"Gunmen Attack, FCT (Abuja)",4/4/2024,4/4/2024,1,FCT
IBD029513,"Son Kill Mother, Akwa Ibom",4/4/2024,4/4/2024,1,Akwa Ibom
IBD029419,"Unijos Student, Plateau",4/4/2024,4/4/2024,1,Plateau
IBD029421,"Gunmen Attack, Kogi",4/4/2024,4/4/2024,20,Kogi
IBD029412,"Transformer Explosion, Ogun",3/4/2024,3/4/2024,1,Ogun
IBD029678,"Cult Killing, Abia",3/4/2024,3/4/2024,1,Abia
IBD029414,"Auto Crash, Osun",3/4/2024,3/4/2024,1,Osun
IBD029398,"Auto Crash, Kwara",3/4/2024,3/4/2024,4,Kwara
IBD029420,"Kidnapper, Nasarawa",3/4/2024,3/4/2024,1,Nasarawa
IBD029411,"Rainstorm Kill 1, Osun",3/4/2024,3/4/2024,1,Osun
IBD029402,"Auto Crash, Osun",3/4/2024,3/4/2024,1,Osun
IBD029415,"Bandits vs Village Head, Kaduna",3/4/2024,3/4/2024,1,Kaduna
IBD029417,"Football Match, Ebonyi",3/4/2024,3/4/2024,1,Ebonyi
IBD029401,"Auto Crash, Ogun",3/4/2024,3/4/2024,1,Ogun
IBD029399,"Windstorm Kills 3, Taraba",2/4/2024,3/4/2024,3,Taraba
IBD029397,"Army vs Terrorists, Taraba",2/4/2024,2/4/2024,5,Taraba
IBD029386,"Hunter vs Man, Osun",2/4/2024,2/4/2024,1,Osun
IBD029384,"Auto Crash, Ogun",2/4/2024,4/4/2024,1,Ogun
IBD029479,"Missing Boy, Kano",2/4/2024,2/4/2024,2,Kano
IBD029529,"Kidnappers vs Farmers, Edo",2/4/2024,2/4/2024,1,Edo
IBD029400,"Windstorm Kills 1, Nasarawa",2/4/2024,2/4/2024,1,Nasarawa
IBD030228,"Cult Killing, Ogun",2/4/2024,2/4/2024,1,Ogun
IBD029391,"Man vs Farm Security Guard, Plateau",2/4/2024,2/4/2024,1,Plateau
IBD030847,"Assailants vs Council Worker, Lagos",1/4/2024,1/4/2024,1,Lagos
IBD029388,"Auto Crash, Lagos",1/4/2024,1/4/2024,1,Lagos
IBD029382,"Cult Killing, Edo",1/4/2024,1/4/2024,3,Edo
IBD029389,"Mysterious Death, Oyo",1/4/2024,1/4/2024,1,Oyo
IBD029403,"Assailant vs Couple, FCT (Abuja)",1/4/2024,1/4/2024,2,FCT
IBD029406,"Security Operatives vs Bandits, Plateau",1/4/2024,1/4/2024,3,Plateau
IBD029387,"Banditry, Zamfara",1/4/2024,1/4/2024,1,Zamfara
IBD029376,"Communal Clash, Benue",31/03/2024,1/4/2024,2,Benue
IBD029373,"Mob vs Thief, Kwara",31/03/2024,31/03/2024,1,Kwara
IBD029374,"Cult Killing, Ogun",31/03/2024,31/03/2024,1,Ogun
IBD029372,"Man vs Brother, Bauchi",31/03/2024,31/03/2024,1,Bauchi
IBD029369,"Assailants vs Lecturer, Borno",31/03/2024,31/03/2024,1,Borno
IBD029371,"Army vs Looter, Kebbi",31/03/2024,31/03/2024,1,Kebbi
IBD029380,"Banditry, Kaduna",31/03/2024,31/03/2024,25,Kaduna
IBD029362,"Accidental Discharge, Taraba",31/03/2024,31/03/2024,3,Taraba
IBD029426,"Teenager Dies in Hotel, Bayelsa",31/03/2024,31/03/2024,1,Bayelsa
IBD029370,"Electrocution, Ogun",31/03/2024,31/03/2024,1,Ogun
IBD029468,"Naval Personnel vs Civilian Staff, Lagos",31/03/2024,31/03/2024,1,Lagos
IBD029364,"Boko Haram vs Soldiers, Borno",31/03/2024,31/03/2024,3,Borno
IBD029368,"Auto Crash, Kogi",31/03/2024,31/03/2024,13,Kogi
IBD031337,"Kidnappers vs Shell Staff, Rivers",31/03/2024,31/03/2024,2,Rivers
IBD029353,"Sorcery, Ondo",30/03/2024,30/03/2024,3,Ondo
IBD029360,"Police vs IPOB/ESN, Enugu",30/03/2024,30/03/2024,2,Enugu
IBD029705,"Kidnappers vs Girl, Edo",30/03/2024,30/03/2024,1,Edo
IBD029350,"Police vs Gunmen, Anambra",30/03/2024,30/03/2024,3,Anambra
IBD029363,"Man Drowns, Ogun",30/03/2024,30/03/2024,1,Ogun
IBD029394,"Gunmen Attack, Benue",30/03/2024,30/03/2024,4,Benue
IBD029375,"Assailant vs Fashion Designer, Ogun",30/03/2024,30/03/2024,1,Ogun
IBD029347,"Soldier vs Trader, Ondo",30/03/2024,30/03/2024,1,Ondo
IBD029378,"Banditry, Katsina",30/03/2024,30/03/2024,8,Katsina
IBD029355,"Suspected Motorcycle Thief, Kwara",30/03/2024,30/03/2024,1,Kwara
IBD029342,"Man vs Wife, Lagos",29/03/2024,29/03/2024,1,Lagos
IBD029377,"Banditry, Zamfara",29/03/2024,29/03/2024,5,Zamfara
IBD029351,"Cattle Herder, Plateau",29/03/2024,29/03/2024,1,Plateau
IBD029354,"Inferno, Taraba",29/03/2024,29/03/2024,4,Taraba
IBD029396,"Banditry, Kaduna",28/03/2024,28/03/2024,2,Kaduna
IBD029348,"Boy vs Playmate, Lagos",28/03/2024,28/03/2024,1,Lagos
IBD029395,"Vigilantes vs Kidnappers, FCT, Abuja",28/03/2024,28/03/2024,4,FCT
IBD029346,"Neighbours vs Woman, Ogun",28/03/2024,28/03/2024,1,Ogun
IBD029352,"Teenager vs Friend, Bauchi",28/03/2024,28/03/2024,1,Bauchi
IBD029713,"Domestic Violence, Ondo",27/03/2024,27/03/2024,1,Ondo
IBD029407,"Army vs Bandits, Taraba",27/03/2024,27/03/2024,1,Taraba
IBD029381,"Kidnappers vs Farmer, Edo",27/03/2024,27/03/2024,1,Edo
IBD029404,"Assailants vs Police Officer, Edo",27/03/2024,27/03/2024,1,Edo
IBD029341,"Bandits vs Abductees, Niger",27/03/2024,27/03/2024,9,Niger
IBD029339,"Auto Crash, FCT (Abuja)",27/03/2024,27/03/2024,2,FCT
IBD029335,"Police vs Bandits, Benue",27/03/2024,27/03/2024,2,Benue
IBD029337,"Army vs Boko Haram, Borno",26/03/2024,26/03/2024,1,Borno
IBD029333,"Army vs Boko Haram, Borno",26/03/2024,26/03/2024,1,Borno
IBD029328,"Banditry, Zamfara",26/03/2024,26/03/2024,1,Zamfara
IBD029332,"Man vs Friend, Bauchi",26/03/2024,26/03/2024,1,Bauchi
IBD029336,"Banditry, Katsina",26/03/2024,26/03/2024,2,Katsina
IBD029385,"Bandits vs Security Operatives, Katsina",26/03/2024,29/03/2024,10,Katsina
IBD029340,"Army vs Bandit Leader, Sokoto",26/03/2024,26/03/2024,1,Sokoto
IBD029138,"Mob vs Car Vandal, Lagos",25/03/2024,25/03/2024,1,Lagos
IBD029344,"Mob vs Car Snatchers, Rivers",25/03/2024,25/03/2024,2,Rivers
IBD029320,"Police vs Cult Commander, Rivers",25/03/2024,25/03/2024,1,Rivers
IBD029383,"Bandits Kill 9, Katsina",25/03/2024,31/03/2024,9,Katsina
IBD029359,"Inferno, Lagos",25/03/2024,25/03/2024,1,Lagos
IBD029356,"Auto Crash, Lagos",25/03/2024,25/03/2024,1,Lagos
IBD029330,"Ritual Killing, Osun",25/03/2024,25/03/2024,1,Osun
IBD029309,"Stampede, Bauchi",24/03/2024,24/03/2024,6,Bauchi
IBD029358,"Herdsmen Kill 10, Benue",24/03/2024,24/03/2024,10,Benue
IBD029319,"Man vs Brother, Niger",24/03/2024,24/03/2024,1,Niger
IBD029314,"Suspected Kidnapper, Edo",24/03/2024,24/03/2024,1,Edo
IBD029349,"Army vs Bandits, Zamfara",24/03/2024,24/03/2024,41,Zamfara
IBD029323,"Banditry, Zamfara",24/03/2024,24/03/2024,2,Zamfara
IBD029325,"Auto Crash, Kogi",24/03/2024,24/03/2024,2,Kogi
IBD029306,"Gunmen vs Policemen, Imo",23/03/2024,23/03/2024,2,Imo
IBD029307,"Bandits Kill 2, Katsina",23/03/2024,23/03/2024,2,Katsina
IBD029343,"Hausa vs Fulani, Sokoto",23/03/2024,23/03/2024,4,Sokoto
IBD029317,"Cult Clash, Kwara",23/03/2024,23/03/2024,1,Kwara
IBD029334,"Auto Crash, Bauchi",23/03/2024,23/03/2024,4,Bauchi
IBD029318,"Mob vs Kidnapper, Edo",23/03/2024,23/03/2024,1,Edo
IBD029311,"Communal Clash, Plateau",23/03/2024,23/03/2024,10,Plateau
IBD029327,"Robbery Kill Cyclist, FCT (Abuja)",23/03/2024,23/03/2024,1,FCT
IBD029316,"Assailants vs Man, Ogun",23/03/2024,23/03/2024,1,Ogun
IBD029331,"Boko Haram vs Soldier, Yobe",23/03/2024,23/03/2024,1,Yobe
IBD029310,"Inferno, Yobe",23/03/2024,23/03/2024,1,Yobe
IBD029300,"Stampede, Nasarawa",22/03/2024,22/03/2024,2,Nasarawa
IBD029305,"Assailants vs Suya Seller, Imo",22/03/2024,22/03/2024,1,Imo
IBD029312,"Army vs Terrorists, Borno",22/03/2024,22/03/2024,5,Borno
IBD029313,"Gunmen vs Farmers, Nasarawa",22/03/2024,24/03/2024,6,Nasarawa
IBD029458,"Security Operatives vs Man, Lagos",22/03/2024,22/03/2024,1,Lagos
IBD029299,"Herdsmen Kill 7, Benue",21/03/2024,21/03/2024,7,Benue
IBD029297,"Gunmen Attack, Benue",21/03/2024,21/03/2024,2,Benue
IBD029304,"Police vs Gunmen, Ebonyi",21/03/2024,21/03/2024,3,Ebonyi
IBD029276,"Tricycle Riders vs Motorcyclists, Delta",21/03/2024,21/03/2024,2,Delta
IBD029315,"Auto Crash, FCT (Abuja)",21/03/2024,21/03/2024,2,FCT
IBD029296,"Banditary, Niger",21/03/2024,21/03/2024,31,Niger
PAR012633,"Police vs Kidnappers, Ogun",21/03/2024,21/03/2024,5,Ogun
IBD029302,"Police vs Armed Robbers, Rivers",21/03/2024,21/03/2024,3,Rivers
IBD029301,"Auto Crash, Abia",21/03/2024,21/03/2024,3,Abia
IBD029329,"Police vs Robbers, Akwa Ibom",20/03/2024,20/03/2024,3,Akwa Ibom
IBD029292,"Banditry, Taraba",20/03/2024,20/03/2024,1,Taraba
IBD029409,"Ritual Killing, Imo",20/03/2024,20/03/2024,3,Imo
IBD029324,"Man Dies, Kwara",20/03/2024,20/03/2024,1,Kwara
IBD029290,"Gunmen vs Transporter, Ogun",20/03/2024,20/03/2024,1,Ogun
IBD029291,"Banditry, Sokoto",20/03/2024,20/03/2024,1,Sokoto
PAR012634,"Security Operatives vs Man, Bayelsa",20/03/2024,20/03/2024,1,Bayelsa
IBD029294,"Cult Killing, Delta",20/03/2024,20/03/2024,2,Delta
IBD029274,"Auto Crash, FCT (Abuja)",20/03/2024,20/03/2024,10,FCT
IBD029285,"Auto Crash, Oyo",19/03/2024,19/03/2024,2,Oyo
IBD029282,"Herdsmen Attack, Benue",19/03/2024,20/03/2024,20,Benue
IBD029288,"Miners, Cross River",19/03/2024,19/03/2024,2,Cross River
IBD029357,"Teenager vs Friend, Niger",19/03/2024,19/03/2024,1,Niger
IBD029298,"Gunmen Attack, Niger",19/03/2024,19/03/2024,5,Niger
IBD029283,"Cult Clash, Ogun",18/03/2024,18/03/2024,2,Ogun
IBD029569,"Ritual Killing, Oyo",18/03/2024,18/03/2024,1,Oyo
IBD029286,"Soldiers vs IPOB, Imo",18/03/2024,18/03/2024,1,Imo
IBD029270,"Army Attack, Bayelsa",18/03/2024,18/03/2024,14,Bayelsa
IBD029280,"Medical Negligence, Ekiti",18/03/2024,18/03/2024,1,Ekiti
IBD029269,"Gunmen vs Businessman, Rivers",17/03/2024,17/03/2024,1,Rivers
IBD029278,"Mob vs Thief, Bauchi",17/03/2024,17/03/2024,1,Bauchi
IBD029277,"Fire Incident, Bauchi",17/03/2024,17/03/2024,2,Bauchi
IBD029284,"Gunmen Attack, Benue",17/03/2024,17/03/2024,1,Benue
IBD029272,"Kidnappers vs Security Operative, Abia",17/03/2024,17/03/2024,1,Abia
IBD029263,"Forklift Accident, Lagos",16/03/2024,16/03/2024,1,Lagos
IBD029260,"One Killed, Edo",16/03/2024,16/03/2024,1,Edo
IBD029281,"Cult Attack, Rivers",16/03/2024,16/03/2024,1,Rivers
IBD029268,"Inferno, Kaduna",16/03/2024,16/03/2024,1,Kaduna
PAR012632,"Corpse Found, Ekiti",15/03/2024,15/03/2024,1,Ekiti
IBD031336,"Kidnappers vs Policemen, Rivers",15/03/2024,15/03/2024,2,Rivers
IBD029454,"Cult Killing, Rivers",15/03/2024,15/03/2024,10,Rivers
IBD029259,"Army vs Bandits, Katsina",15/03/2024,15/03/2024,2,Katsina
IBD029361,"Suspected Motorcycle Thief, Ondo",15/03/2024,15/03/2024,1,Ondo
IBD029262,"Communal Clash, Kogi",15/03/2024,16/03/2024,4,Kogi
IBD029279,"Gunmen vs Pastors, Akwa Ibom",15/03/2024,15/03/2024,2,Akwa Ibom
IBD029275,"Gunmen vs Traditional Ruler, Bauchi",15/03/2024,15/03/2024,1,Bauchi
IBD029256,"Army vs Bandits, Kaduna",15/03/2024,15/03/2024,2,Kaduna
IBD029241,"Hoodlum vs Man, Anambra",14/03/2024,14/03/2024,1,Anambra
IBD029271,"Bandit Kingpin, Katsina",14/03/2024,14/03/2024,1,Katsina
IBD029248,"Army vs Terrorists, Taraba",14/03/2024,14/03/2024,2,Taraba
IBD029264,"Ritual Killing, Bauchi",14/03/2024,14/03/2024,1,Bauchi
IBD029255,"Youths vs Army, Delta",14/03/2024,14/03/2024,29,Delta
IBD029266,"Cultists vs Man, Rivers",14/03/2024,14/03/2024,1,Rivers
IBD029253,"Organ Harvesting Victim, Plateau",14/03/2024,14/03/2024,1,Plateau
IBD029252,"Rape Victim, Plateau",14/03/2024,14/03/2024,1,Plateau
IBD029265,"Son vs Father, Akwa Ibom",13/03/2024,13/03/2024,1,Akwa Ibom
IBD029254,"Assailants vs Baker, Lagos",13/03/2024,13/03/2024,1,Lagos
IBD029424,"Man vs Woman, Ondo",13/03/2024,13/03/2024,1,Ondo
IBD029261,"Co-tenant vs Student, FCT (Abuja)",13/03/2024,13/03/2024,1,FCT
IBD029240,"Man vs In-law, Kano",13/03/2024,13/03/2024,1,Kano
IBD029244,"Gunmen vs Commuters, Taraba",13/03/2024,13/03/2024,8,Taraba
IBD029289,"Domestic Violence, Ondo",13/03/2024,13/03/2024,1,Ondo
IBD029257,"Banditry, Kaduna",12/3/2024,12/3/2024,1,Kaduna
IBD029247,"Communal Clash, Adamawa",12/3/2024,13/03/2024,2,Adamawa
IBD029231,"Auto Crash, Ogun",12/3/2024,12/3/2024,1,Ogun
IBD029413,"Bandits Kill 5, Kaduna",12/3/2024,12/3/2024,5,Kaduna
IBD029246,"Communal Clash, Adamawa",12/3/2024,13/03/2024,2,Adamawa
IBD029229,"Police Officer Kills One, FCT (Abuja)",12/3/2024,12/3/2024,1,FCT
IBD029251,"Inferno, Bauchi",12/3/2024,12/3/2024,2,Bauchi
IBD029258,"Assailants vs Man, Kano",12/3/2024,12/3/2024,1,Kano
IBD029250,"Inferno, Borno",12/3/2024,12/3/2024,2,Borno
IBD029234,"Communal Clash, Bayelsa",11/3/2024,11/3/2024,1,Bayelsa
IBD029236,"Auto Crash, Ondo",11/3/2024,11/3/2024,3,Ondo
IBD029239,"Herdsmen vs Farmer, Delta",11/3/2024,11/3/2024,1,Delta
IBD029238,"Communal Clash, Niger",11/3/2024,11/3/2024,2,Niger
IBD029232,"Cult Killing, Abia",11/3/2024,11/3/2024,1,Abia
IBD029227,"Bandits Kill 7, Plateau",11/3/2024,11/3/2024,7,Plateau
IBD029222,"Army vs Bandits, Katsina",10/3/2024,10/3/2024,2,Katsina
IBD029242,"Man vs Mediator, Ekiti",10/3/2024,10/3/2024,1,Ekiti
IBD029235,"Auto Crash, Ogun",10/3/2024,10/3/2024,2,Ogun
IBD029233,"Gunmen Attack, Ebonyi",10/3/2024,10/3/2024,1,Ebonyi
IBD029215,"Communal Clash, Cross River",10/3/2024,10/3/2024,3,Cross River
IBD029230,"Bandits Kill 2, Katsina",10/3/2024,10/3/2024,2,Katsina
IBD029220,"Army vs Boko Haram, Borno",10/3/2024,10/3/2024,8,Borno
IBD029225,"Kidnappers, Enugu",10/3/2024,10/3/2024,1,Enugu
IBD029237,"Gunmen vs Farmer, Benue",10/3/2024,10/3/2024,1,Benue
IBD029223,"Army vs Bandits, Zamfara",10/3/2024,10/3/2024,2,Zamfara
IBD029224,"Rape Victim, Ondo",10/3/2024,10/3/2024,1,Ondo
PAR012630,"Building Collapse, Anambra",9/3/2024,9/3/2024,5,Anambra
IBD029228,"Ritual Killing, Edo",9/3/2024,9/3/2024,1,Edo
IBD029210,"Auto Crash, Ondo",9/3/2024,9/3/2024,5,Ondo
IBD029214,"Cultists vs Man, Edo",9/3/2024,9/3/2024,1,Edo
IBD029219,"Banditry, Sokoto",9/3/2024,9/3/2024,1,Sokoto
IBD029249,"House Help vs Boss, Lagos",9/3/2024,9/3/2024,1,Lagos
IBD029221,"Army vs Boko Haram, Borno",8/3/2024,8/3/2024,3,Borno
IBD029494,"River Drown Many, Oyo",8/3/2024,15/03/2024,10,Oyo
IBD029208,"Soldiers vs Boko Haram, Borno",8/3/2024,8/3/2024,1,Borno
IBD029207,"Soldiers vs Boko Haram, Borno",8/3/2024,8/3/2024,3,Borno
IBD029206,"Mosque Attack, Kaduna",8/3/2024,8/3/2024,2,Kaduna
IBD029643,"Medical Negligence, Lagos",8/3/2024,8/3/2024,2,Lagos
IBD029226,"Corpse Found, Kwara",8/3/2024,8/3/2024,1,Kwara
IBD029216,"Communal Crisis, Imo",8/3/2024,8/3/2024,4,Imo
IBD029213,"Herdsmen vs Farmer, Edo",8/3/2024,8/3/2024,1,Edo
IBD031903,"Bureau De Change Operator, FCT (Abuja)",7/3/2024,7/3/2024,1,FCT
IBD029243,"Police vs Lawyer, Kogi",7/3/2024,7/3/2024,1,Kogi
